,index,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,Total_Charge,day_rate,eve_rate,night_rate,intl_rate,CLUSTER
126,126,MS,162,area_code_415,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,yes,34.84,0.17001414427157,0.08501587301587302,0.04502583979328165,0.2703296703296703,4
127,127,MS,61,area_code_510,no,yes,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,yes,56.23,0.17002666666666666,0.08499317871759891,0.04501550731058928,0.27031249999999996,4
128,128,TX,92,area_code_408,no,no,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,no,42.41,0.17001090512540892,0.08497676819824472,0.045028571428571425,0.26956521739130435,0
129,129,NE,131,area_code_408,no,yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,no,64.63,0.1699813258636788,0.0849721706864564,0.04499433320740461,0.27052631578947367,4
130,130,NE,90,area_code_415,no,no,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,no,52.78999999999999,0.17003436426116839,0.08497932935231971,0.044996596324029955,0.2697247706422018,4
131,131,CA,75,area_code_408,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,no,54.919999999999995,0.16999398677089594,0.08501896333754741,0.04499415660303857,0.27049180327868855,3
132,132,NJ,78,area_code_415,no,no,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,no,73.17999999999999,0.17,0.08498263888888888,0.044988523335883705,0.27052631578947367,2
133,133,TX,82,area_code_408,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,no,62.34,0.16999500748876684,0.08499005964214713,0.044978165938864625,0.27042253521126763,4
134,134,AR,163,area_code_408,no,no,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,no,62.46,0.17,0.08499506416584403,0.04500968992248062,0.2703296703296703,3
135,135,AL,91,area_code_510,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,no,50.95,0.16997690531177828,0.08499711482977496,0.04498381877022654,0.2696428571428572,4
136,136,NY,75,area_code_415,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,no,60.49999999999999,0.17002275312855517,0.08501149425287356,0.04501052631578947,0.269811320754717,4
137,137,FL,91,area_code_510,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,no,64.42999999999999,0.17001477104874446,0.08500713945740124,0.044989775051124746,0.27,4
138,138,AK,127,area_code_510,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,no,56.790000000000006,0.16997816593886464,0.08501577287066246,0.04500569692366122,0.2696428571428572,0
139,139,NV,113,area_code_415,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,no,57.660000000000004,0.17,0.085,0.045018915510718786,0.26960784313725494,1
140,140,DE,110,area_code_510,no,no,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,no,60.8,0.17003367003367004,0.08498552821997106,0.04498966942148761,0.2701612903225806,2
141,141,MD,120,area_code_415,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,no,67.04,0.16999500748876684,0.08498185117967332,0.044996059889676907,0.2704761904761905,2
142,142,MI,157,area_code_415,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,no,56.14,0.1699896157840083,0.08501278772378518,0.04503190519598906,0.2705882352941177,4
143,143,VT,103,area_code_510,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,no,70.71,0.17002028397565921,0.08501278772378518,0.04498753117206982,0.2700854700854701,1
144,144,VT,117,area_code_408,yes,no,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,yes,58.53,0.17001795332136446,0.08501408450704226,0.04498797113071371,0.2702127659574468,0
145,145,MI,140,area_code_415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,no,61.86,0.16998706338939198,0.08500936914428482,0.04501811594202898,0.2699300699300699,1
146,146,WA,127,area_code_408,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,no,55.09,0.17000681663258352,0.08501228501228501,0.04498525073746313,0.27007299270072993,0
147,147,UT,83,area_code_408,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,no,73.16,0.17001841620626149,0.08502080443828017,0.045004128819157725,0.2700854700854701,1
148,148,LA,121,area_code_408,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,no,58.989999999999995,0.17002754820936639,0.08498168498168497,0.044987623762376236,0.27058823529411763,3
149,149,RI,145,area_code_408,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,no,73.5,0.17000388048117968,0.08500925354719309,0.04499825723248519,0.2702702702702703,2
150,150,IA,113,area_code_408,no,no,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,no,62.38,0.17002063983488133,0.08500451671183379,0.04497968659315148,0.269811320754717,1
151,151,NE,117,area_code_415,no,no,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,no,51.239999999999995,0.17003891050583658,0.08500241896468312,0.04501672240802676,0.2702970297029703,0
152,152,OH,65,area_code_408,no,no,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,no,57.60000000000001,0.16998403406067056,0.0850253807106599,0.04500659920809503,0.27066666666666667,3
153,153,RI,56,area_code_415,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,no,67.72000000000001,0.17,0.08498993963782697,0.044982206405693954,0.26956521739130435,1
154,154,OK,96,area_code_415,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,no,71.92,0.1700076804915515,0.085,0.04500927643784787,0.27043478260869563,4
155,155,LA,151,area_code_408,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,no,69.83,0.17000559597090095,0.08500513522766175,0.0450169236555096,0.2704081632653061,2
156,156,OH,83,area_code_415,no,no,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,yes,87.89,0.17000592768227624,0.08500439753737905,0.04502923976608187,0.27025316455696197,1
157,157,VA,139,area_code_510,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,no,63.150000000000006,0.16998730964467004,0.08502024291497975,0.04498456790123457,0.27007299270072993,2
158,158,MO,6,area_code_510,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,no,63.82,0.16998910675381265,0.08500194779898715,0.04501679731243001,0.26960784313725494,2
159,159,FL,115,area_code_510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,no,49.760000000000005,0.1700211118930331,0.08500545256270446,0.045024271844660194,0.26979166666666665,0
160,160,SC,87,area_code_415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,no,45.92,0.16999266324284665,0.08501742160278747,0.04501818181818182,0.27042253521126763,3
161,161,VA,141,area_code_415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,no,72.08999999999999,0.17001381851681252,0.0850103519668737,0.045009861932938856,0.27,2
162,162,IA,141,area_code_510,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,no,65.57,0.17002666666666666,0.08500414250207125,0.045010893246187365,0.2704761904761905,4
163,163,MI,62,area_code_415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,no,42.26,0.16996966632962587,0.08500738552437223,0.045012679628064246,0.269672131147541,0
164,164,OK,146,area_code_415,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,no,56.87,0.1699951526902569,0.08499327052489906,0.044976076555023926,0.27049180327868855,3
165,165,DE,92,area_code_415,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,no,73.05999999999999,0.17001234060057588,0.08498596819457437,0.044993441189331,0.2702479338842975,2
166,166,GA,185,area_code_510,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,no,60.10000000000001,0.17002107481559536,0.08499693815064299,0.04501510574018127,0.27066666666666667,3
167,167,DC,148,area_code_415,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,no,69.71000000000001,0.17,0.08499177631578948,0.045005740528128585,0.2697247706422018,2
168,168,AZ,94,area_code_408,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,no,53.580000000000005,0.17001763668430336,0.0849974133471288,0.04504249291784702,0.27031249999999996,1
169,169,AL,32,area_code_510,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,no,63.81,0.16998700736249459,0.08500533617929562,0.045,0.2698412698412698,3
170,170,CO,68,area_code_408,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,no,67.25,0.17001265288907635,0.08501118568232663,0.04496919917864476,0.2696969696969697,1
171,171,NH,64,area_code_408,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,no,55.650000000000006,0.1700164744645799,0.08497348261638185,0.044990892531876145,0.269811320754717,1
172,172,NM,25,area_code_415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,no,53.2,0.16999161777032692,0.08501182033096927,0.04499814057270361,0.2704761904761905,4
173,173,OR,65,area_code_415,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,no,47.09,0.17003424657534247,0.08501956400223588,0.0450109649122807,0.2702127659574468,0
174,174,LA,179,area_code_408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,no,62.61999999999999,0.1699817518248175,0.08500669344042837,0.044993870044953005,0.27049180327868855,3
175,175,NE,94,area_code_415,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,no,68.0,0.16999208234362628,0.08502958579881656,0.04499707431246343,0.2702702702702703,1
176,176,MN,62,area_code_415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,no,53.26,0.17002039428959892,0.08497899159663864,0.044979508196721314,0.269672131147541,0
177,177,MI,127,area_code_415,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,no,65.75,0.17001484413656606,0.08500435919790758,0.044979508196721314,0.27043478260869563,2
178,178,AR,116,area_code_408,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,no,59.73,0.17002881844380405,0.08500772797527048,0.045,0.2697530864197531,4
179,179,KS,70,area_code_408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,no,73.36,0.17001292546316243,0.08501539514197742,0.04498011928429424,0.2700583459059327,3
180,180,WV,94,area_code_510,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,no,67.00999999999999,0.1700152207001522,0.084988344988345,0.04500354358610914,0.27052631578947367,4
181,181,AK,126,area_code_415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,yes,31.05,0.16993127147766324,0.08500360490266763,0.04502923976608187,0.26974789915966385,4
182,182,NY,67,area_code_408,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,no,50.169999999999995,0.1699826989619377,0.08498106857383256,0.045026486168334316,0.26969696969696966,0
183,183,NH,19,area_code_408,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,no,66.83000000000001,0.17001612036539496,0.08501769563507668,0.045000000000000005,0.26986301369863014,2
184,184,VA,170,area_code_510,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,no,73.32999999999998,0.1699884570988842,0.0850204081632653,0.04501488095238095,0.2702380952380952,4
185,185,NM,73,area_code_415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,no,73.02,0.1699953336444237,0.08499068901303539,0.04498341625207297,0.27037037037037037,2
186,186,NY,106,area_code_408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,no,44.13,0.17000630119722748,0.08506998444790047,0.04498740554156171,0.26960784313725494,0
187,187,AZ,93,area_code_415,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,no,72.09,0.1699926362297496,0.08500435919790758,0.04501940491591203,0.2697247706422018,1
188,188,WY,164,area_code_510,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,no,52.02,0.16998754669987548,0.08498774509803922,0.0450026723677178,0.27,3
189,189,WA,51,area_code_408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,no,68.3,0.17000860585197933,0.08500533617929562,0.04498269896193772,0.2703296703296703,2
190,190,CO,107,area_code_415,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,no,45.54,0.1700298953662182,0.08498614958448754,0.04500891265597148,0.2696629213483146,0
191,191,TX,130,area_code_415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,no,51.06,0.1699830412662521,0.08500551267916207,0.045000000000000005,0.27052631578947367,3
192,192,KY,80,area_code_408,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,no,64.00999999999999,0.16998570747975225,0.08498206048180419,0.045004803073967335,0.27045454545454545,3
193,193,MT,94,area_code_415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,no,51.019999999999996,0.17003636363636362,0.08499015748031497,0.045,0.2701492537313433,0
194,194,OK,118,area_code_408,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,no,71.30999999999999,0.17001727115716753,0.08499399759903963,0.045004198152812765,0.27052631578947367,1
195,195,MD,117,area_code_415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,no,58.690000000000005,0.17001514386673397,0.08502824858757063,0.04498614958448753,0.2705882352941177,3
196,196,TN,78,area_code_415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,no,55.32999999999999,0.17000668002672012,0.08501646542261251,0.04500956022944551,0.2701030927835052,0
197,197,TX,208,area_code_510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,yes,81.57000000000001,0.17001531393568145,0.08502552467385138,0.04501926252063842,0.27009345794392525,1
198,198,ME,131,area_code_510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,yes,81.97999999999999,0.1699897575964493,0.08497746619929895,0.045005875440658046,0.2702898550724638,4
199,199,DC,63,area_code_408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,no,43.73,0.16999999999999998,0.08502824858757063,0.045014245014245016,0.26999999999999996,0
200,200,MN,53,area_code_415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,no,58.3,0.17000686341798216,0.08498866213151927,0.04501800720288115,0.2702290076335878,4
201,201,DE,62,area_code_408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,no,72.94,0.16999451453647832,0.0850091407678245,0.0450204081632653,0.2696428571428572,2
202,202,MD,97,area_code_415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,no,65.25,0.17,0.085,0.04498960498960499,0.27031249999999996,4
203,203,MI,105,area_code_510,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,no,50.68,0.16998577524893313,0.08499440089585666,0.04497695852534562,0.2705882352941177,3
204,204,WA,157,area_code_415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,no,59.300000000000004,0.17000654878847415,0.08500970873786408,0.04497728419989904,0.2702127659574468,2
205,205,MO,66,area_code_415,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,no,47.81,0.17000937207122774,0.08498570066730218,0.04501050420168067,0.2702479338842975,0
206,206,IN,122,area_code_415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,no,60.370000000000005,0.17001640689089417,0.08498212157330154,0.0449944382647386,0.27007299270072993,1
207,207,OR,38,area_code_415,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,no,61.89,0.1700102880658436,0.08500267809319764,0.045006717420510524,0.27037037037037037,4
208,208,MD,106,area_code_510,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,no,64.26,0.1699859747545582,0.08499012508229098,0.04498269896193771,0.269672131147541,4
209,209,RI,99,area_code_510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,no,72.33,0.1699815837937385,0.08500202675314146,0.04498009730207873,0.27025316455696197,4
210,210,LA,99,area_code_415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,no,65.82,0.17001244296972212,0.08502570694087404,0.045005313496280556,0.26982758620689656,1
211,211,AZ,144,area_code_510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,no,67.6,0.17002457002457003,0.08501615508885299,0.04498198661863098,0.26974789915966385,2
212,212,PA,82,area_code_415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,no,55.559999999999995,0.16997422680412372,0.08498977505112475,0.04501633986928104,0.27009345794392525,1
213,213,AZ,86,area_code_408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,no,52.49999999999999,0.16998806682577566,0.08504424778761062,0.04499797488861887,0.269672131147541,0
214,214,FL,70,area_code_510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,yes,65.97,0.17000441111601236,0.08500657606313021,0.04494535519125683,0.2698863636363636,1
215,215,LA,93,area_code_415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,no,58.9,0.16999442275515894,0.08499440089585666,0.0449822380106572,0.27043478260869563,4
216,216,FL,93,area_code_415,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,no,52.279999999999994,0.1700132100396301,0.08497854077253218,0.04498550724637681,0.2697247706422018,0
217,217,FL,120,area_code_415,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,no,62.87,0.17,0.08501338090990188,0.04498869630746044,0.2702127659574468,3
218,218,MD,136,area_code_415,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,yes,75.54,0.16998401278976819,0.08498689629352302,0.045033112582781455,0.26999999999999996,1
219,219,AL,106,area_code_415,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,no,57.68,0.16999999999999998,0.08501362397820163,0.04499205087440382,0.27042253521126763,3
220,220,WA,81,area_code_415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,no,57.02,0.16998910675381265,0.08499344692005244,0.04500471253534402,0.269672131147541,4
221,221,TN,127,area_code_408,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,no,56.81999999999999,0.16999999999999998,0.08498567335243554,0.044997958350347075,0.26960784313725494,0
222,222,MS,65,area_code_415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,no,57.44,0.17002204261572373,0.08501282521069989,0.04500454132606722,0.27045454545454545,3
223,223,ME,35,area_code_408,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,no,56.21,0.16999330207635632,0.08501238645747317,0.044979919678714855,0.2696629213483146,0
224,224,OK,88,area_code_408,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,no,39.769999999999996,0.17003058103975532,0.0850178359096314,0.045,0.2702898550724638,0
225,225,IN,65,area_code_415,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,no,68.19000000000001,0.17000937207122774,0.08498933901918976,0.04498200719712115,0.27037037037037037,3
226,226,MO,123,area_code_415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,no,68.02,0.16998550024166265,0.085002043318349,0.04501128668171558,0.2701298701298701,4
227,227,IA,126,area_code_408,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,no,53.8,0.16997851772287864,0.08502109704641352,0.04496732026143791,0.26979166666666665,1
228,228,VA,104,area_code_415,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,no,76.12,0.1699857244825125,0.08498866213151927,0.0449963476990504,0.2699248120300752,4
229,229,KY,45,area_code_415,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,no,70.6,0.16998982706002036,0.08499361430395914,0.045009185548071026,0.26974789915966385,2
230,230,MD,93,area_code_408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,yes,76.66999999999999,0.16999999999999998,0.08500772797527048,0.04499080882352941,0.2704761904761905,1
231,231,OH,63,area_code_415,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,no,70.45,0.16999999999999998,0.08499828355647099,0.044989878542510124,0.27,2
232,232,OK,100,area_code_415,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,no,64.77000000000001,0.17001477104874446,0.08502304147465438,0.04499723604201216,0.27037037037037037,4
233,233,NV,53,area_code_415,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,no,57.309999999999995,0.17002369668246445,0.08502042669087607,0.04497731691510045,0.2697247706422018,1
234,234,ID,92,area_code_415,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,no,62.78,0.17001733102253033,0.0850187265917603,0.04498284734133791,0.27,2
235,235,MN,139,area_code_510,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,yes,52.27,0.17001488095238096,0.08499763369616659,0.04498966942148761,0.26960784313725494,4
236,236,SD,110,area_code_408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,no,57.54,0.16999012833168806,0.08501683501683502,0.044997871434653045,0.27,3
